id,timestamp,email,fullname,firstname,surname,friends,teachers
126,6:53:53 AM,franco.dayami@madisonps.org,Dayami Franco,Dayami,Franco,Amirah Cunningham|Aron Perkins|Jason Lin,Mrs. Bentley|Mrs. Maddox|Mrs. Hammond|Mr. Merritt|Mrs. Reid
127,2:12:18 AM,werner.sam@madisonps.org,Sam Werner,Sam,Werner,Scarlet Duke|Mariyah Rollins|Wade Gillespie|Joy Kramer,Mrs. Hunt
128,4:10:11 AM,mcclain.aarav@madisonps.org,Aarav Mcclain,Aarav,Mcclain,Kadence Lester|Danna Ayers|Ethen Hamilton|Malachi Owen|Princess Bentley,Mr. Costa|Mr. Roberts
129,5:21:50 AM,bray.lawson@madisonps.org,Lawson Bray,Lawson,Bray,Amara Meadows|Edgar Valenzuela|Pamela Ayala|Nayeli Gibson|Eva Stuart,Mr. Cook|Mrs. Strong|Mr. Campbell|Mrs. Solomon|Mr. Braun
130,4:08:55 PM,newman.aliyah@madisonps.org,Aliyah Newman,Aliyah,Newman,Donna Andrews|Izabelle Blake|Nasir Warren|Jovan Gomez|Antony Combs,Mrs. Lawson|Mrs. Drake|Mr. Frazier
131,8:48:04 AM,cole.mark@madisonps.org,Mark Cole,Mark,Cole,Chaim Terry|Vaughn Summers|Kaydence Fernandez|Haleigh Allen|Tessa Herman,Mr. Lucero|Mr. Young|Mrs. Parsons|Mrs. Savage
132,6:59:12 AM,walls.jada@madisonps.org,Jada Walls,Jada,Walls,Jessica Frank,Mr. Rose|Mr. Gillespie|Mrs. Pugh
133,5:40:27 AM,mathis.hayley@madisonps.org,Hayley Mathis,Hayley,Mathis,Maren Montgomery|Xzavier Booker,Mr. Miles|Mrs. Chavez|Mr. Lucero
134,10:14:15 PM,oliver.mina@madisonps.org,Mina Oliver,Mina,Oliver,Tamia Romero|Josh Trujillo|Darrell Mcintosh|Byron Woodard|Hazel Wise,Mr. Collins|Mrs. Walton|Mr. Huffman|Mrs. Savage
135,11:25:41 PM,tapia.neveah@madisonps.org,Neveah Tapia,Neveah,Tapia,Reece Morgan|Amara Meadows|Fernanda Tucker|Faith Stokes|Aron Perkins,Mrs. Drake|Mrs. Savage|Mrs. Pollard
136,10:49:11 AM,hayden.camila@madisonps.org,Camila Hayden,Camila,Hayden,Jaylyn Stokes|Mark Cole|Vaughn Summers,Mr. Cabrera|Mr. Collins|Mrs. Oliver|Mr. Marshall|Mrs. Rollins
137,4:45:14 PM,benson.madeleine@madisonps.org,Madeleine Benson,Madeleine,Benson,Stephen Mcpherson|Kristian Proctor|Braeden Lawson|Jaiden Arias,Mr. Lowe|Mr. Rose|Mrs. Holt|Mrs. Costa|Mrs. Velez
138,11:04:35 PM,carson.jenny@madisonps.org,Jenny Carson,Jenny,Carson,Averi Donovan|Oliver Tate|Joshua Ferrell|Taylor Mccullough|Terry Mcclain,Mrs. Hickman|Mr. King|Mr. Merritt|Mrs. Walton|Mr. Webb
139,3:44:05 AM,mcintosh.dangelo@madisonps.org,Dangelo Mcintosh,Dangelo,Mcintosh,Mercedes Mccormick|Miriam Mills|Cannon Lee|Izabelle Blake|Cassie Valentine,Mrs. Wade
140,2:45:10 PM,ferrell.joshua@madisonps.org,Joshua Ferrell,Joshua,Ferrell,Tiffany Levine|Malachi Owen|Marlie Garza|Zara Jarvis|Jenny Carson,Mr. Dorsey|Mrs. Wade
141,10:30:38 PM,mays.nickolas@madisonps.org,Nickolas Mays,Nickolas,Mays,Danielle Taylor|Maurice Solomon|Malik Pham|Johnathan Cabrera|Pierce Pittman,Mr. Hester|Mrs. Wood|Mrs. Rollins|Mr. Campbell|Mr. Gonzales
142,11:20:42 PM,hatfield.kimberly@madisonps.org,Kimberly Hatfield,Kimberly,Hatfield,Joselyn Good,Mrs. Chang|Mr. Braun|Mrs. Drake
143,12:38:05 PM,pittman.pierce@madisonps.org,Pierce Pittman,Pierce,Pittman,Jenny Decker|Jaqueline Hickman,Mr. Richmond|Mr. Gonzales|Mrs. Lawson|Mrs. Harvey
144,10:10:34 AM,larsen.colt@madisonps.org,Colt Larsen,Colt,Larsen,Francis Duarte|Cloe Holden|Edith Giles|Anika Krause|Ainsley Marsh,Mr. Thompson|Mrs. Wall|Mr. Willis
145,12:41:48 PM,weiss.amare@madisonps.org,Amare Weiss,Amare,Weiss,Saniya Walton|Deanna Brandt|Duncan Evans|Quentin Gray|Karissa Wheeler,Mrs. Conley|Mr. Huffman|Mrs. Pugh
146,4:20:10 PM,hanna.fletcher@madisonps.org,Fletcher Hanna,Fletcher,Hanna,Sydnee Perez|Cadence Hunt|Cynthia Porter,Mr. Young|Mrs. Harvey|Mrs. Velez|Mr. Richmond
147,12:01:52 AM,shah.kael@madisonps.org,Kael Shah,Kael,Shah,Meadow Bell|Autumn Zhang|Gia Love|Nicolas Booth,Mrs. Marquez|Mr. Cook|Mrs. Sanchez
148,1:42:26 PM,steele.trevin@madisonps.org,Trevin Steele,Trevin,Steele,Gloria Nunez|Willow Franco|Elsa Stewart|Gary Dougherty|Shamar Fields,Mr. Schaefer|Mrs. Luna|Mr. Frazier|Mr. Mcguire|Mr. Terrell
149,6:09:29 PM,hill.giovanny@madisonps.org,Giovanny Hill,Giovanny,Hill,Lindsay Levine|Amare Weiss|Ciara Morales|Jolie Salas|Keon Santos,Mr. Huffman|Mrs. Wood|Mrs. Ferrell|Mr. Gillespie|Mrs. Huynh
150,4:20:36 AM,fuentes.rosemary@madisonps.org,Rosemary Fuentes,Rosemary,Fuentes,Cynthia Porter|Gavin Foster|Matias Herrera|Mireya Webb|Lesly Marsh,Mr. Webb|Mr. King|Mrs. Maddox|Mr. Rose|Mrs. Strong
151,4:57:55 PM,reed.dylan@madisonps.org,Dylan Reed,Dylan,Reed,Ayden Woodward|Hazel Wise|Jaquan Duke|Kaia Valentine|Nathanial Gilbert,Mrs. Marquez
152,8:28:52 PM,friedman.johan@madisonps.org,Johan Friedman,Johan,Friedman,Zaid Crawford,Mr. Mcguire|Mrs. Drake
153,2:17:33 AM,medina.cortez@madisonps.org,Cortez Medina,Cortez,Medina,Michaela Gibbs|Lena Larson,Mr. King|Mrs. Mcmillan|Mr. Gentry|Mr. Campbell|Mr. Morrow
154,2:15:41 AM,sullivan.ava@madisonps.org,Ava Sullivan,Ava,Sullivan,Deshawn Gillespie|Mariam Fitzgerald|Camila Hayden|Jasiah Moses|Milton Rangel,Mr. Terrell|Mrs. Drake|Mrs. Hammond
155,3:01:13 AM,beck.joe@madisonps.org,Joe Beck,Joe,Beck,Marley Johnston|Darrell Mcintosh|Desmond Good|Sherlyn Tran|Randy Huber,Mr. Suarez|Mr. Lucero|Mr. Graham|Mrs. Harvey
156,1:05:48 AM,little.sheldon@madisonps.org,Sheldon Little,Sheldon,Little,Jeffery Goodman|Jocelyn Randolph|Joanna Waters,Mr. Patrick|Mrs. Harvey|Mr. Merritt
157,5:35:41 AM,trujillo.ryland@madisonps.org,Ryland Trujillo,Ryland,Trujillo,Cory Silva|Amelia Buckley|Toby Gardner|Toby Gardner,Mr. Vazquez|Mrs. Maddox|Mrs. Savage
158,12:03:48 PM,hardy.jordan@madisonps.org,Jordan Hardy,Jordan,Hardy,Libby Sawyer|Linda Hensley|Morgan Rangel|Areli Lang|Jaylyn Strong,Mr. Gillespie|Mrs. Costa|Mrs. Hunt|Mr. King
159,3:09:05 AM,mcmillan.eliana@madisonps.org,Eliana Mcmillan,Eliana,Mcmillan,Jasiah Moses|Sheldon Little|Hunter Mckenzie|Eliana Mcmillan|Alonzo Castillo,Mr. Livingston|Mrs. Sanchez|Mr. Kemp
160,4:44:06 PM,woodward.ayden@madisonps.org,Ayden Woodward,Ayden,Woodward,Mark Cole|Brynlee Weeks|Clarissa Sanchez|Skyler Watkins|Nikolas Tran,Mrs. Rollins|Mr. Huffman|Mrs. Chandler|Mrs. Pollard|Mrs. Pugh
161,2:52:06 AM,hutchinson.leland@madisonps.org,Leland Hutchinson,Leland,Hutchinson,Dayami Bernard|Patrick Meza|Maurice Solomon|Lana Boone|Noelle Santana,Mrs. Drake|Mrs. Francis|Mr. King|Mrs. Bentley|Mrs. Drake
162,1:38:25 AM,ayala.pamela@madisonps.org,Pamela Ayala,Pamela,Ayala,Bryson Thornton,Mrs. Walton|Mrs. Francis|Mr. Kemp|Mrs. Bentley|Mrs. Chandler
163,1:33:06 PM,morrow.charles@madisonps.org,Charles Morrow,Charles,Morrow,Pedro Zamora|Mohammad Miles,Mr. Gillespie
164,8:30:55 PM,lucero.josue@madisonps.org,Josue Lucero,Josue,Lucero,Salma Barnes|Malia Osborn|Andres Mendez|Danica Conway|Kristian Frey,Mrs. Marquez|Mrs. Wall
165,5:54:01 AM,huber.kallie@madisonps.org,Kallie Huber,Kallie,Huber,Evie Thornton|Max Hubbard|Kaiden Erickson|Dangelo Mcintosh|Jaylyn Farrell,Mrs. Francis|Mrs. Sanchez|Mrs. Conley|Mrs. Luna|Mr. Caldwell
166,5:09:40 PM,buchanan.trevor@madisonps.org,Trevor Buchanan,Trevor,Buchanan,Jameson Marshall|Jayleen Vincent|Camille Bond,Mrs. Velez|Mrs. Gutierrez|Mr. Kemp
167,6:06:22 PM,rowe.yamilet@madisonps.org,Yamilet Rowe,Yamilet,Rowe,Yahir Hahn|Pamela Moyer|Maddox Roman|Urijah Wang,Mr. Cabrera|Mrs. Drake|Mrs. Savage|Mr. Schaefer
168,7:10:13 AM,thornton.juliana@madisonps.org,Juliana Thornton,Juliana,Thornton,Leroy Cooper|Javier Maynard|Jade Moses|Dayami Franco|Reid Mueller,Mrs. Hickman|Mrs. Harvey|Mr. Costa
169,11:31:52 PM,lin.jason@madisonps.org,Jason Lin,Jason,Lin,Finley Coleman|Kenna Landry|Ezequiel Walls|Kameron Blanchard|Sara Orr,Mrs. Bentley|Mr. Miles|Mrs. Pollard
170,12:09:46 AM,oliver.ross@madisonps.org,Ross Oliver,Ross,Oliver,Tristan Duncan|Wyatt Ware|Kale Massey|Haleigh Allen|Gavin Foster,Mr. Gillespie|Mr. Thompson|Mr. Cabrera|Mrs. Hickman
171,1:41:45 AM,nolan.jaidyn@madisonps.org,Jaidyn Nolan,Jaidyn,Nolan,Ramiro Lee|Johan Carr|Braelyn Melton|Alexus Vaughn|Easton Cochran,Mrs. Conley|Mrs. Schaefer|Mrs. Chavez
172,9:28:10 PM,parsons.juan@madisonps.org,Juan Parsons,Juan,Parsons,Jaliyah Haas,Mrs. Blackburn|Mrs. Chandler|Mr. Vasquez|Mrs. Braun|Mrs. Francis
173,4:39:43 PM,gonzalez.roderick@madisonps.org,Roderick Gonzalez,Roderick,Gonzalez,Juliana Thornton|Dereon Barrera,Mr. Graham|Mrs. Gutierrez|Mrs. Blackburn|Mr. Richmond|Mrs. Holt
174,8:41:02 AM,ponce.jaylynn@madisonps.org,Jaylynn Ponce,Jaylynn,Ponce,Paola Bartlett|Kenna Landry|Izabelle Blake|Nayeli Vang|Jadyn Gardner,Mrs. Braun|Mr. Braun|Mrs. Mosley|Mr. Vasquez|Mrs. Strong
175,5:26:10 PM,davis.coby@madisonps.org,Coby Davis,Coby,Davis,Jaylynn Ponce|Peter Shea|Jane Logan|Luis Waller|Trace Higgins,Mrs. Oliver
176,7:22:52 PM,cabrera.tommy@madisonps.org,Tommy Cabrera,Tommy,Cabrera,Yamilet Rowe|Marely Schultz|Dayana Rodriguez,Mr. Lowe|Mrs. Hunt
177,10:34:21 AM,ochoa.malakai@madisonps.org,Malakai Ochoa,Malakai,Ochoa,Ezequiel Walls|Ricardo Sawyer|Kristen Allison|Morgan Rangel,Mrs. Holt|Mr. Campbell|Mrs. Maddox|Mr. Thompson|Mrs. Walton
178,11:02:45 AM,levy.kathy@madisonps.org,Kathy Levy,Kathy,Levy,Meadow Bell|Aiyana Gordon|Bennett Christian|Jase Macdonald|Dominick Lawrence,Mrs. Ferrell|Mr. King|Mrs. Marquez
179,7:21:57 AM,conway.danica@madisonps.org,Danica Conway,Danica,Conway,Kameron Blanchard|Alyssa Armstrong|Elisa Castillo|Kyle Melton|Paulina Dunlap,Mr. Gibson|Mr. Mcfarland|Mrs. Lucas|Mrs. Huynh
180,10:10:49 PM,oconnor.nikolai@madisonps.org,Nikolai Oconnor,Nikolai,Oconnor,Ciara Morales|Josiah Allen|Chaim Terry|Conner Benitez|Chanel Terrell,Mr. Rose|Mrs. Pugh|Mrs. Lawson
181,9:36:53 AM,blackburn.leonel@madisonps.org,Leonel Blackburn,Leonel,Blackburn,Alena Christian|Noelle Archer|Rodolfo Tyler|Sara Orr|Miriam Mills,Mrs. Hickman|Mr. Roberts|Mr. Merritt
182,6:35:52 PM,david.gauge@madisonps.org,Gauge David,Gauge,David,Lyric Lester,Mr. Dalton|Mrs. Conley|Mr. Costa|Mrs. Hahn
183,3:27:41 AM,fry.marco@madisonps.org,Marco Fry,Marco,Fry,Devyn Fitzpatrick|Joe Shea,Mrs. Schaefer|Mrs. Pollard|Mr. Cook
184,2:44:00 AM,garrett.davion@madisonps.org,Davion Garrett,Davion,Garrett,Kathy Levy|Jessie Flynn|Tamia Nunez|Semaj Braun|Ray Harrington,Mr. Farmer|Mrs. Lam|Mrs. Blackburn|Mr. Frazier|Mr. Campbell
185,5:36:36 AM,mckinney.vaughn@madisonps.org,Vaughn Mckinney,Vaughn,Mckinney,Morgan Hanna|Amber Palmer|Ray Harrington|Addison Best|Denzel Kelley,Mrs. Mosley|Mr. Braun|Mr. Cook|Mr. Cook|Mr. Graham
186,11:25:03 AM,dillon.jasmin@madisonps.org,Jasmin Dillon,Jasmin,Dillon,Isla Pope|Devyn Fitzpatrick|Addison Logan,Mr. Montoya|Mr. Montoya|Mrs. Chandler|Mr. Terrell|Mrs. Hammond
187,3:04:44 PM,ashley.tripp@madisonps.org,Tripp Ashley,Tripp,Ashley,Elaina Bennett|Zackery Galloway|Gary Dougherty|Lane Macdonald,Mr. Patrick
188,4:24:51 AM,weiss.javion@madisonps.org,Javion Weiss,Javion,Weiss,Pedro Wheeler|Nicolas David|Casey Hernandez|Mckayla Sherman|Chaim Terry,Mr. Lucero|Mrs. Oliver
189,9:08:35 AM,wiley.kael@madisonps.org,Kael Wiley,Kael,Wiley,Camryn Harrell|Nathanial Galvan|Calvin Garrison|Kale Sampson|Joe Spence,Mr. Reed|Mr. Huffman|Mr. Vasquez|Mr. Willis|Mrs. Harvey
190,10:39:23 PM,hahn.eleanor@madisonps.org,Eleanor Hahn,Eleanor,Hahn,Isaiah Murillo|Odin Flowers|Oscar Olson|Crystal Grant|Amelia Buckley,Mr. Edwards|Mr. Cook|Mr. Suarez
191,12:35:34 AM,good.desmond@madisonps.org,Desmond Good,Desmond,Good,Jordan Hardy|Nathanael Patrick|Lucia Owens|Ayden Woodward|Yadira Hodge,Mr. Rose|Mrs. Nixon|Mrs. Schaefer|Mrs. Mcmillan
192,4:16:58 AM,pham.malik@madisonps.org,Malik Pham,Malik,Pham,Julian Zamora,Mrs. Conley|Mr. Terrell|Mrs. Chavez
193,11:20:22 AM,fuentes.hope@madisonps.org,Hope Fuentes,Hope,Fuentes,Yasmin Hodge|Mike Sherman,Mrs. Strong|Mr. Huffman|Mr. Reed
194,12:36:16 AM,briggs.thalia@madisonps.org,Thalia Briggs,Thalia,Briggs,Maurice Solomon|Cadence Jacobs|Dangelo Mcintosh|Arabella Duffy|Jessie Flynn,Mr. Costa|Mrs. Lawson|Mrs. Francis|Mr. Gibson
195,4:51:40 PM,vasquez.clara@madisonps.org,Clara Vasquez,Clara,Vasquez,Yamilet Collins|Lance Foley|Reid Mueller|Joshua Ferrell|Isaiah Reed,Mr. Miles|Mr. Rose|Mrs. Hahn
196,10:56:28 AM,gilmore.mariah@madisonps.org,Mariah Gilmore,Mariah,Gilmore,Pedro Harris|Jadyn Oconnell|Virginia Griffin,Mr. Edwards|Mr. Richmond|Mrs. Chang|Mr. Rose|Mr. Merritt
197,8:20:01 PM,mcintosh.darrell@madisonps.org,Darrell Mcintosh,Darrell,Mcintosh,Lea Grimes|Braelyn Melton|Myles Estes|Carissa Riddle,Mrs. Hahn|Mrs. Schaefer|Mrs. Mcmillan|Mr. Gonzales|Mrs. Strong
198,1:17:58 PM,lopez.june@madisonps.org,June Lopez,June,Lopez,Matilda Hickman|Nelson Novak|Andy Olson|Jayleen Vincent|Monique Mcconnell,Mr. Graham|Mr. Terrell|Mr. Dalton|Mrs. Lucas|Mrs. Pollard
199,2:52:51 AM,sherman.mckayla@madisonps.org,Mckayla Sherman,Mckayla,Sherman,Amiah Berger|Lucia Owens|Marely Schultz|Dereon Barrera|Darius Brandt,Mrs. Wood
200,8:59:05 PM,dudley.mark@madisonps.org,Mark Dudley,Mark,Dudley,Jada Walls|Cannon Lee|Sara Orr|Amelie Griffin|Jagger Farrell,Mrs. Wall|Mrs. Velez
201,6:29:40 PM,gillespie.deshawn@madisonps.org,Deshawn Gillespie,Deshawn,Gillespie,Abby Blackburn|Yasmin Burgess|Raven Mcmahon|Marley Wiley|Samuel Keith,Mr. Miles|Mr. Figueroa|Mr. Carey|Mr. Hester|Mr. Frazier
202,10:57:17 PM,graves.tony@madisonps.org,Tony Graves,Tony,Graves,Annalise Hurley,Mrs. Gutierrez|Mr. Schaefer|Mr. Marshall
203,5:23:24 PM,salazar.alexis@madisonps.org,Alexis Salazar,Alexis,Salazar,Jeramiah Crane|Duncan Evans,Mrs. Wood|Mr. Gentry|Mr. Gibson|Mrs. Bentley
204,8:38:13 PM,burke.demarion@madisonps.org,Demarion Burke,Demarion,Burke,Cristian Krause|Jayden Hutchinson|Ann Hanson|Morgan Rangel|Aiyana Gordon,Mrs. Braun|Mrs. Kane|Mrs. Hammond
205,2:18:52 PM,beard.owen@madisonps.org,Owen Beard,Owen,Beard,Adalynn Burgess|Charlee Carney|Ayden Woodward|Alannah Cantu|Linda Hensley,Mr. Mcfarland|Mrs. Flynn|Mr. Vasquez
206,9:03:02 PM,ayers.jayla@madisonps.org,Jayla Ayers,Jayla,Ayers,Keagan Daugherty|Yasmin Hodge|Pamela Arellano,Mrs. Chandler|Mrs. Francis|Mr. Montoya|Mr. Frazier
207,9:23:15 AM,kim.derek@madisonps.org,Derek Kim,Derek,Kim,Nayeli Gibson|Clarissa Bruce|Jolie Salas|Anika Hull,Mrs. Chandler|Mr. Suarez|Mrs. Mcmillan
208,6:49:03 PM,gilbert.nathanial@madisonps.org,Nathanial Gilbert,Nathanial,Gilbert,Brittany Conway|Tristan Duncan|Hunter Mckenzie|Rosemary Strong|Weston Huerta,Mrs. Hammond|Mr. Gillespie|Mr. Young|Mr. Richmond|Mrs. Huynh
209,10:18:54 AM,douglas.luciana@madisonps.org,Luciana Douglas,Luciana,Douglas,Mark Cole|Jovani Arellano|Owen Crane|Micheal Ellis|Darrell Mcintosh,Mrs. Strong|Mr. Costa|Mrs. Mcmillan|Mrs. Lawson|Mrs. Holt
210,1:13:25 AM,sloan.cristofer@madisonps.org,Cristofer Sloan,Cristofer,Sloan,Deangelo Long|Maci Swanson|Paisley Booker|Andres Mendez|Jason Benitez,Mr. Caldwell|Mrs. Luna|Mr. Marshall|Mrs. Marquez|Mr. Merritt
211,6:59:11 AM,kent.amelie@madisonps.org,Amelie Kent,Amelie,Kent,Alejandra Ware|Rachael Harmon|Marcel Pacheco|Bailey Russell|Edith Giles,Mrs. Wade
212,10:07:12 PM,key.albert@madisonps.org,Albert Key,Albert,Key,Nia Pacheco,Mr. Edwards|Mrs. Hahn
213,6:26:31 PM,hinton.broderick@madisonps.org,Broderick Hinton,Broderick,Hinton,Cassie Valentine|Darius Brandt,Mr. Terrell|Mr. Morrow|Mr. Cook|Mr. Thompson|Mr. Merritt
214,4:28:49 AM,campbell.leonard@madisonps.org,Leonard Campbell,Leonard,Campbell,Rubi Lara|Dylan Reed|Serena Meadows|Desmond Good|Reece Morgan,Mr. King|Mr. Mcguire|Mr. Costa
215,9:20:26 PM,pineda.elena@madisonps.org,Elena Pineda,Elena,Pineda,Emiliano Clements|Jase Macdonald|Winston Vasquez|Katherine Allison|Samara Schmitt,Mrs. Blackburn|Mr. Braun|Mrs. Hammond|Mrs. Schaefer
216,2:12:13 AM,potter.mattie@madisonps.org,Mattie Potter,Mattie,Potter,Nikolai Oconnor|Charles Morrow|Naima Sims,Mr. Huffman|Mr. Montoya|Mr. Carey
217,4:40:32 AM,vance.andrea@madisonps.org,Andrea Vance,Andrea,Vance,Mohamed Mack|Jayla Martinez|Payton Ritter|Reynaldo Bartlett,Mr. Cabrera|Mrs. Braun|Mr. Rose
218,7:28:09 AM,hodge.yasmin@madisonps.org,Yasmin Hodge,Yasmin,Hodge,Josiah Allen|Tristan Duncan|Roderick Gonzalez|Javier Maynard|Bentley Moreno,Mr. Vasquez|Mr. Patrick|Mr. Montoya|Mr. Cabrera
219,1:43:26 AM,mathews.zachery@madisonps.org,Zachery Mathews,Zachery,Mathews,Joshua Ferrell|Wade Gillespie|Dayami Gray|Taylor Middleton|Jenny Fischer,Mrs. Hahn|Mrs. Maddox|Mrs. Strong
220,1:50:54 PM,cuevas.amaya@madisonps.org,Amaya Cuevas,Amaya,Cuevas,Cannon Lee|Maxim Davenport|Danica Hansen|Jacoby Pope|Morgan Hanna,Mr. Huffman|Mrs. Oliver|Mrs. Hunt|Mrs. Marquez|Mr. Caldwell
221,8:34:13 PM,duncan.tristan@madisonps.org,Tristan Duncan,Tristan,Duncan,Jacob Neal|Jane Logan|Deja Krueger|Jameson Beasley|Israel Tucker,Mr. Gonzales|Mrs. Mosley|Mrs. Rollins|Mr. Lowe|Mr. Campbell
222,5:09:42 AM,benson.bennett@madisonps.org,Bennett Benson,Bennett,Benson,Thalia Hunt,Mr. Collins|Mr. Hester|Mr. Huffman|Mrs. Hammond|Mr. Kemp
223,6:37:47 PM,hodges.marcos@madisonps.org,Marcos Hodges,Marcos,Hodges,Camille Bond|Atticus Lee,Mrs. Marquez
224,11:05:13 PM,small.finnegan@madisonps.org,Finnegan Small,Finnegan,Small,Albert Key|Javion Mack|Jaydon Andrade|Maddox Roman|Zavier Sandoval,Mrs. Rollins|Mr. Suarez
225,10:45:03 PM,kelly.edgar@madisonps.org,Edgar Kelly,Edgar,Kelly,Nikhil Wyatt|Shirley Haas|Abel Jacobs|Jason Benitez|Yandel Carey,Mr. Reed|Mrs. Sanchez|Mr. Lucero|Mrs. Hunt|Mrs. Ferrell
226,2:52:28 PM,hickman.jaqueline@madisonps.org,Jaqueline Hickman,Jaqueline,Hickman,Harley Johns|Adalynn Burgess|Pamela Moyer,Mr. Vazquez|Mrs. Lucas|Mr. Vasquez
227,4:03:48 AM,sampson.kale@madisonps.org,Kale Sampson,Kale,Sampson,Zachary Perry|Jaydan Alvarez|Mireya Webb|Braelyn Melton,Mrs. Mcmillan|Mr. Young|Mrs. Pugh|Mr. Gonzales
228,7:42:25 PM,munoz.dallas@madisonps.org,Dallas Munoz,Dallas,Munoz,Everett Gray|Lena Larson|Mercedes Mccormick|Carleigh Espinoza|Quinn Knapp,Mrs. Mcmillan|Mrs. Walton|Mr. Miles
229,4:12:58 PM,walker.carson@madisonps.org,Carson Walker,Carson,Walker,Salma Blake|Araceli Mooney|Kristian Proctor|Jaiden Arias|Abram Rogers,Mr. Graham|Mr. Mcfarland|Mr. Graham
230,1:49:21 AM,mayo.arjun@madisonps.org,Arjun Mayo,Arjun,Mayo,Angela Austin|Briley Robinson|Semaj Braun|Quinton Ayers|Dax Ross,Mr. Caldwell|Mrs. Bentley|Mrs. Pugh|Mrs. Mosley
231,3:38:43 PM,liu.asia@madisonps.org,Asia Liu,Asia,Liu,Princess Bell|Maximo Hogan|Morgan Hanna|Dayami Bernard|Louis Walls,Mrs. Conley|Mrs. Sanchez|Mr. Montoya
232,10:12:54 PM,chavez.garrett@madisonps.org,Garrett Chavez,Garrett,Chavez,Zackery Young,Mrs. Mcmillan|Mrs. Costa|Mrs. Hickman|Mrs. Kane|Mr. Farmer
233,6:36:47 AM,little.adalyn@madisonps.org,Adalyn Little,Adalyn,Little,Madden Mckenzie|Jayvon Mcgrath,Mrs. Mcmillan|Mr. Roberts|Mrs. Strong|Mr. Campbell|Mr. Gentry
234,9:12:51 PM,washington.van@madisonps.org,Van Washington,Van,Washington,Martha Harper|Zion Bird|Maren Harmon|Jarrett Perry|Lindsay Levine,Mrs. Parsons|Mrs. Rollins|Mr. Braun|Mrs. Maddox|Mr. Willis
235,5:36:01 PM,moreno.bentley@madisonps.org,Bentley Moreno,Bentley,Moreno,Harold Hancock|Marley Johnston|Kamora Perez|Fabian Taylor|Easton Todd,Mr. Floyd
236,5:50:17 AM,taylor.danielle@madisonps.org,Danielle Taylor,Danielle,Taylor,Skyler Watkins|Salma Barnes|Natalya Hendricks,Mr. Cook|Mrs. Sanchez
237,8:26:49 PM,hayden.reece@madisonps.org,Reece Hayden,Reece,Hayden,Shamar Fields|Hazel Morrison|Peyton Lowe|Marley Wiley,Mr. Lucero|Mrs. Wood|Mrs. Braun|Mrs. Bentley|Mr. Floyd
238,4:44:04 PM,mora.joe@madisonps.org,Joe Mora,Joe,Mora,Marley Wiley|Katherine Allison|Jayla Martinez|Lawson Bray|Tianna Bonilla,Mrs. Wade|Mrs. Strong|Mr. Gibson
239,11:59:44 PM,hodge.yadira@madisonps.org,Yadira Hodge,Yadira,Hodge,Julian Zamora|Trevin Steele|Nigel Leblanc|Nigel Galloway|Nathanial Gilbert,Mrs. Lawson|Mrs. Bentley|Mr. Webb|Mrs. Pollard
240,5:24:49 AM,morales.ciara@madisonps.org,Ciara Morales,Ciara,Morales,Melody Marsh|Fernanda Tucker|Vivian Blake|London Blankenship|Jaylyn Strong,Mr. Montoya|Mr. Lowe|Mrs. Hunt
241,7:17:44 AM,marsh.lesly@madisonps.org,Lesly Marsh,Lesly,Marsh,Dylan Hughes|Ali Pearson|Lucia Marsh|Libby Sawyer|Nathaly Dean,Mrs. Chavez|Mrs. Reid|Mrs. Wade
242,4:36:56 PM,cantu.ingrid@madisonps.org,Ingrid Cantu,Ingrid,Cantu,Nayeli Gibson,Mrs. Nixon|Mr. Costa|Mrs. Huynh|Mr. Cabrera
243,4:59:37 PM,osborn.dulce@madisonps.org,Dulce Osborn,Dulce,Osborn,Vance Mccarthy|Zachery Mathews,Mrs. Luna|Mr. Miles|Mr. Suarez
244,6:01:14 PM,cantrell.macy@madisonps.org,Macy Cantrell,Macy,Cantrell,Rosemary Fuentes|Bradley Coffey|Krish Welch|Noelle Phillips|Bennett Christian,Mrs. Oliver|Mrs. Blackburn|Mr. Caldwell|Mr. Thompson|Mr. Cook
245,10:55:01 AM,bush.teagan@madisonps.org,Teagan Bush,Teagan,Bush,Ciara Armstrong|Marin Mills|Mireya Webb|Nayeli Fletcher|Roman Yates,Mrs. Parsons|Mrs. Chang|Mr. Collins|Mrs. Hammond|Mr. Mcfarland
246,8:05:03 PM,savage.carmen@madisonps.org,Carmen Savage,Carmen,Savage,Mercedes Mccormick|Easton Todd|Tiffany Delacruz,Mr. Farmer|Mr. Merritt|Mr. Vazquez|Mrs. Kane|Mrs. Hammond
247,4:16:26 AM,bolton.corinne@madisonps.org,Corinne Bolton,Corinne,Bolton,Urijah Wang|Paola Bartlett|Lena Larson|Lilia Strong,Mrs. Conley
248,7:37:51 PM,atkins.joseph@madisonps.org,Joseph Atkins,Joseph,Atkins,Carolyn Roy|Damari Chung|Payton Parrish|Skyler Watkins|Linda Hensley,Mr. Willis|Mr. Caldwell
249,1:22:31 PM,marshall.whitney@madisonps.org,Whitney Marshall,Whitney,Marshall,Princess Bell|Conner Benitez|Jaslene Marsh|Damon Graham|Cadence Jacobs,Mr. Kemp|Mr. Cook|Mr. Lucero|Mr. Willis|Mrs. Sanchez
